Area,Type,Key,English,Russian,German,Spanish,Portuguese,Japanese,Korean
Buildings,,#BUILDING_CAULDRON_STAT2,Crafting speed,Скорость крафта,Leistung der Werkstatt,Velocidad del taller,Velocidade da oficina,製造速度,제작 속도
Buildings,,#BUILDING_CAULDRON_DESC,"An artifact from ages unknown, the Cauldron bubbles with a mystic brew. Those who understand its magic find their production processes infused with speed and efficiency.","Артефакт из неведомых эпох, Котел кипит колдовским варевом. Тот, кто раскрыл его магическую сущность, видит как производство наполняются скоростью и эффективностью.","Ein Artefakt aus unbekannter Zeit, der Kessel brodelt mit einem mystischen Gebräu. Diejenigen, die seine Magie verstehen, finden ihre Produktionsprozesse mit Geschwindigkeit und Effizienz durchdrungen.","Un artefacto de épocas desconocidas, el Caldero burbujea con una mezcla mística. Quienes comprenden su magia ven sus procesos de producción impregnados de velocidad y eficiencia.","Um artefato de eras desconhecidas, o Caldeirão borbulha com uma poção mística. Aqueles que entendem sua magia encontram seus processos de produção infundidos com velocidade e eficiência.",製造年は不明の遺物、不思議な力で沸き立つ大釜。その魔構成を理解している者は、製造工程をこれ以上なく効率化することが可能となる。,오랜 세월 동안 미지의 유물로 남은 가마솥에서는 신비로운 양조주가 끓어오르고 있습니다. 이 마법을 이해하면 생산 과정에 속도와 효율성이 더해진다는 것을 알게 됩니다.
Buildings,,#BUILDING_MINERSTATUE_NAME,Statue of the Miner,Статуя шахтёра,Statue des Bergarbeiters,Estatua del Minero,Estátua do Mineiro,鉱夫の像,광부의 동상
Buildings,,#BUILDING_MINERSTATUE_DESC_SHORT,x2 Valor generation and cap,x2 генерация и лимит Отваги,x2 Mut-Generierung und -Limit,x2 generación y límite de Valentía,x2 geração e limite de Valentia,武勇の生成量と上限が2倍に,용맹 생성량 및 한도 2배
Buildings,,#BUILDING_MINERSTATUE_STAT1,Valor generation rate,Скорость генерации Отваги,Mut-Generierungsrate,Tasa de generación de Valentía,Taxa de geração de Valentia,武勇の生成速度,용맹 생성 속도
Buildings,,#BUILDING_MINERSTATUE_STAT2,Valor generator capacity,Вместимость генератора Отваги,Kapazität des Mut-Generators,Capacidad del generador de Valentía,Capacidade do gerador de Valentia,武勇生成装置の上限,용맹 생성기의 한도
Buildings,,#BUILDING_MINERSTATUE_DESC,"Forged in tribute to the tireless hands that shape the realm’s fortune, the Statue of the Miner towers as a beacon of strength and perseverance. Its solemn presence reminds all who behold it that true honor is earned through craft, endurance, and the unbroken will to forge value from the world itself.","Созданная в честь неустанных рук, что куют богатство мира, статуя шахтёра возносится как символ силы и стойкости. Её суровое величие напоминает каждому: истинная честь рождается из мастерства, выносливости и несгибаемой воли создавать ценность своим трудом.","Errichtet zu Ehren der unermüdlichen Hände, die den Reichtum der Welt formen, erhebt sich die Statue des Bergarbeiters als Sinnbild für Stärke und Standhaftigkeit. Ihre ernste Würde mahnt jeden Betrachter: Wahre Ehre entspringt Können, Ausdauer und dem unbeugsamen Willen, durch eigene Arbeit Wert zu schaffen.","Erigida en honor a las manos incansables que forjan la riqueza del mundo, la Estatua del Minero se alza como símbolo de fuerza y perseverancia. Su grandeza solemne recuerda a quien la contempla que el verdadero honor nace del oficio, la resistencia y la voluntad inquebrantable de crear valor con el propio trabajo.","Erguida em homenagem às mãos incansáveis que moldam a riqueza do mundo, a Estátua do Mineiro ergue-se como símbolo de força e perseverança. Sua presença solene lembra a todos que a verdadeira honra nasce da habilidade, da resistência e da vontade inquebrantável de criar valor por meio do próprio trabalho.",世界の富を形づくるたゆまぬ手に敬意を表し、鉱夫の像は力と忍耐の象徴としてそびえ立つ。その厳かな姿は見る者すべてに思い起こさせる──真の名誉は、技と持久、そして自らの労働で価値を生み出そうとする不屈の意志から生まれるのだと。,"세상의 부를 빚어낸 쉼 없는 손들에 대한 경의로, 광부의 동상은 힘과 인내의 상징으로 우뚝 선다. 그 엄숙한 존재는 바라보는 이들에게 일깨워 준다 — 진정한 명예는 기술과 끈기, 그리고 스스로의 노동으로 가치를 만들어내려는 굳은 의지에서 태어난다는 것을."
Buildings,,#BUILDING_RED_ROCK_BOOSTER_NAME,The Great Miner,Великий Шахтер,Der Große Schürfer,El Gran Minero,O Grande Mineiro,偉大なる鉱夫,위대한 광부
Buildings,,#BUILDING_RED_ROCK_BOOSTER_NAME_SHORT,Miner,Шахтер,Schürfer,Minero,Mineiro,マイナー,마이너
Buildings,,#BUILDING_RED_ROCK_BOOSTER_SHORT,"x2 Valor rate, x2 ore value and more","х2 добыча Отваги, х2 стоимость руды и еще","x2 Mut-Generierungsrate, x2 Erze-Preise und mehr","x2 Tasa de generación de Valentia, x2 precios de minerales y más","x2 Taxa de geração de Valentia, x2 preços de minérios e mais",武勇生成率2倍、鉱石の価値2倍、他,"용맹 생성 속도 x2, 광석 가치 x2 등"
Buildings,,#BUILDING_RED_ROCK_BOOSTER_STAT1,Valor rate,Добыча Отваги,Mut-Generierungsrate,Tasa de generación de Valentia,Taxa de geração de Valentia,武勇生成率,용맹 생성 속도
Buildings,,#BUILDING_RED_ROCK_BOOSTER_STAT2,Ore value,Стоимость руды,Erze-Preise,Precios de minerales,Preços de minérios,全鉱石の価値,모든 광석의 가치
Buildings,,#BUILDING_RED_ROCK_BOOSTER_STAT3,Get 1 skill point for every 5 spins in `Whose Pick Is It` for 15 minutes,Получайте очки науки за каждые 5 врашений в игре `Чья Кирка` 15 минут,Erhalte 1 Fähigkeitspunkt für jeweils 5 Drehungen bei `Glückspickel` für 15 Minuten.,Obtén 1 punto de habilidad por cada 5 giros en `Suerte de Minero` durante 15 minutos.,Ganhe 1 ponto de habilidade a cada 5 giros no `Giro da Picareta` por 15 minutos.,「運命のツルハシ」で5回のスピンごとにスキルポイントを1点獲得。期間は15分です。,‘운명의 곡괭이’에서 5회 스핀마다 기술 포인트 1점을 15분 동안 획득하세요
Buildings,,#BUILDING_RED_ROCK_BOOSTER_DESC,"The Great Miner stands tall, a symbol of unwavering strength and resolve. Its mighty form serves as a reminder to all miners of the toil and determination required to extract the precious ore from the depths of the earth, inspiring them to work with greater skill and diligence.\n*This event only.","Великий Шахтёр возвышается, как символ несокрушимой силы и воли. Его могучий облик — это напоминание всем шахтёрам о том, сколько труда и упорства нужно, чтобы добыть драгоценную руду из глубин земли, вдохновляя их работать искуснее и усерднее.\n*Только в этом событии.","Die Statue des Großen Schürfers ragt empor – ein Symbol für unerschütterliche Stärke und Entschlossenheit. Ihre gewaltige Gestalt erinnert alle Bergleute an die Mühe und Ausdauer, die nötig sind, um das wertvolle Erz aus der Tiefe zu holen, und inspiriert sie zu größerem Können und Fleiß.\n*Nur dieses Event.","La estatua del Gran Minero se alza imponente, símbolo de fuerza inquebrantable y determinación. Su poderosa figura recuerda a todos los mineros el esfuerzo y la perseverancia necesarios para extraer el valioso mineral de las profundidades de la tierra, inspirándolos a trabajar con mayor habilidad y dedicación.\n*Solo este evento.","A estátua do Grande Mineiro ergue-se imponente, um símbolo de força inabalável e determinação. Sua forma poderosa lembra a todos os mineiros o esforço e a persistência necessários para extrair o precioso minério das profundezas da terra, inspirando-os a trabalhar com mais habilidade e dedicação.\n*Só este evento.",偉大なる鉱夫の像はそびえ立ち、揺るぎない力と決意の象徴である。その威厳ある姿は、鉱山労働者たちに大地の奥深くから貴重な鉱石を掘り出すために必要な努力と覚悟を思い起こさせ、より高い技術と献身で働くよう鼓舞する。\n*このイベント限定,"위대한 광부의 동상은 굳건히 서 있으며, 흔들림 없는 힘과 결단력의 상징이다. 그 장대한 형상은 모든 광부들에게 땅속 깊은 곳에서 귀한 광물을 캐내기 위한 노력과 끈기를 상기시키며, 더 큰 기술과 성실함으로 일하도록 영감을 준다.\n*이 이벤트 전용"
,,,,,,,,,
Buildings,,#BUILDING_UPGRADE_UNAVAILABLE,Upgrades will be available in the future updates,Апгрейды будут доступны в следующих обновлениях,Upgrades werden in zukünftigen Updates verfügbar sein,Las mejoras estarán disponibles en futuras actualizaciones,Os upgrades estarão disponiveis em futuras atualizaçôes,このアップグレードは未来のアップデートで実装予定です。,향후 업데이트가 완료되면 업그레이드할 수 있습니다
,,,,,,,,,
Tournament,,#TOURNAMENT_EVENT,Event,Событие,Event,Evento,Evento,イベント,이벤트
Tournament,,#TOURNAMENT_THE,The Tournament,Турнир,Das Turnier,El Torneo,O Torneio,トーナメント,토너먼트
Tournament,,#TOURNAMENT_NO_INTERNET,No Internet,Нет Интернета,Kein Internet,Sin Internet,Sem Internet,インターネットなし,인터넷 없음
Tournament,,#TOURNAMENT_WILL_START_SOON,The Tournament will start soon,Турнир скоро начнется,Das Turnier beginnt bald,El torneo comenzará pronto,O torneio começará em breve,トーナメントは間もなく開始します,토너먼트가 곧 시작됩니다
Tournament,,#TOURNAMENT_TIMER_STARTSIN,Starts in,До старта,Beginnt in,Comienza en,Começa em,開始まで,시작까지
Tournament,,#TOURNAMENT_TIMER_ENDSIN,Ends in,До конца,Endet in,Termina en,Termina em,終了まで,종료까지
Tournament,,#TOURNAMENT_TIMER_EXPIRESIN,Expires in,Осталось,Verbleibend,Restan,Restam,残り時間,남은 시간
Tournament,,#TOURNAMENT_TO_BE_ANNOUNCED,pending,скоро,anstehend,pendiente,pendente,保留中,대기 중
Tournament,,#TOURNAMENT_JOIN_NOW,Join Now!,Присоединяйтесь!,Jetzt teilnehmen!,¡Únete ahora!,Junte-se agora!,今すぐ参加！,지금 참여하세요!
Tournament,,#TOURNAMENT_DESC_LONG,"Build your camp, mine for ore, and craft items! Increase your camp's value to rise up the tournament leaderboard and claim the first place!\n\nYou will start a new camp. You will keep your chiefs, Exp, Gems, and runes.\n\nThe tournament lasts two days. Rewards will be available for two days after the tournament ends.","Повышай стоимость своего лагеря, чтобы подняться по турнирной таблице и занять первое место!\n\nВы начнете новый лагерь. Вы сохраните ваших Лидеров, Гемы, Exp и руны.\n\nТурнир будет длится два дня. Награды будут доступны в течении двух дней после окончания турнира.","Bau dein Lager, fördere Erz und stelle Gegenstände her! Erhöhe den Wert deines Lagers, um in der Turnier-Rangliste aufzusteigen und den ersten Platz zu erreichen!\n\nSie werden ein neues Lager starten. Sie behalten Ihre Anführer, EXP, Juwelen und Runen.\n\nDas Turnier dauert zwei Tage. Die Belohnungen sind zwei Tage nach Turnierende verfügbar.","¡Construye tu campamento, mina para obtener mineral y fabrica objetos! ¡Incrementa el valor de tu campamento para ascender en la clasificación del torneo y reclamar el primer lugar!\n\nIniciarás un nuevo campamento. Conservarás los líderes, la EXP, las gemas y las runas.\n\nEl torneo dura dos días. Las recompensas estarán disponibles durante dos días después de que finalice el torneo.","Construa seu acampamento, minere por minério e crie itens! Aumente o valor do seu acampamento para subir na classificação do torneio e conquistar o primeiro lugar!\n\nVocê iniciará um novo acampamento. Você manterá seus chefes, EXP, gemas e runas.\n\nO torneio dura dois dias. As recompensas estarão disponíveis por dois dias após o término do torneio.",キャンプを建設し、鉱石を掘り、アイテムを作成しましょう！キャンプの価値を高めてトーナメントリーダーボードで上位に上がり、第一位を獲得しましょう！\n\n新しいキャンプを始めます。チーフ、EXP、ジェム、ルーンは保持されます。\n\nトーナメントは2日間続きます。トーナメント終了後2日間、報酬が利用可能です。,"캠프를 건설하고, 광석을 채굴하며, 아이템을 제작하세요! 캠프 가치를 높여 토너먼트 순위에서 상승하고 1등을 차지하세요!\n\n새로운 캠프를 시작하게 됩니다. 부족장, 경험치, 보석, 룬을 유지하게 됩니다.\n\n토너먼트는 이틀 동안 지속됩니다. 토너먼트 종료 후 이틀 동안 보상을 받을 수 있습니다."
